Shoreline Segment ID,Observation Date,Significant Wave Height (m),Peak Wave Period (s),Mean Spring Tidal Range (m),Monthly Peak Storm Surge (m),Beach Width (m),Beach Face Slope (-),Median Grain Size D50 (mm),Dune Crest Elevation (m),Nearshore Bathymetric Slope (-),Monthly Sediment Budget Balance (m3/m/month),Vegetation Cover (%),Previous Month Shoreline Position Change (m),Relative Sea-Level Rise (mm/yr),Monthly Coastal Erosion Condition Class
RCB-01,2023-03-01,NaN,9.145,0.896,0.355,35.692,0.0607,1.127,7.138,0.0258,-0.204,25.5,0.004,2.41,Mild Erosion Pressure
RCB-01,2023-04-01,1.266,8.854,0.896,0.312,36.419,NaN,NaN,7.178,0.0258,0.119,25.7,-0.387,2.41,Mild Erosion Pressure
RCB-01,2023-05-01,1.219,8.526,0.896,0.197,35.823,0.0649,1.127,7.236,0.0258,0.306,26.7,-0.358,2.41,Stable Seasonal State
RCB-01,2023-06-01,1.891,9.219,NaN,0.589,36.115,NaN,NaN,7.257,0.0258,-0.651,24.9,-0.14,2.41,Mild Erosion Pressure
RCB-01,2023-07-01,1.258,8.309,0.896,0.363,36.657,0.0635,1.127,7.253,0.0258,0.35,24.2,-0.138,2.41,Stable Seasonal State
RCB-01,2023-08-01,1.033,8.713,0.896,0.137,36.539,0.0619,1.127,7.271,0.0258,-0.044,25.5,0.051,2.41,Stable Seasonal State
RCB-01,2023-09-01,1.302,7.907,0.896,0.231,36.746,0.0634,1.127,7.307,0.0258,0.123,23.2,0.194,2.41,Stable Seasonal State
RCB-01,2023-10-01,1.369,8.486,0.896,0.301,38.332,0.0644,1.127,7.301,0.0258,1.499,26.2,0.046,2.41,Stable Seasonal State
RCB-01,2023-11-01,1.191,8.87,0.896,0.311,40.076,0.064,NaN,7.335,0.0258,0.103,25.8,0.278,2.41,Mild Erosion Pressure
RCB-01,2023-12-01,1.14,9.278,0.896,0.305,38.736,0.0625,NaN,7.295,0.0258,-0.373,25.7,-0.369,2.41,Stable Seasonal State
RCB-01,2024-01-01,0.992,9.097,0.896,0.331,37.651,0.0641,1.127,7.316,0.0258,-0.144,NaN,-0.132,2.41,Stable Seasonal State
RCB-01,2024-02-01,1.648,9.562,0.896,0.744,NaN,0.0625,1.127,7.281,0.0258,-2.027,24.4,0.014,2.41,Mild Erosion Pressure
RCB-01,2024-03-01,1.183,9.339,0.896,0.411,36.68,0.0654,1.127,7.261,0.0258,0.177,23.3,-0.346,2.41,Mild Erosion Pressure
RCB-01,2024-04-01,1.088,8.903,0.896,0.256,36.206,0.066,1.127,7.228,0.0258,0.205,23.4,-0.222,2.41,Stable Seasonal State
RCB-01,2024-05-01,0.973,8.492,0.896,0.234,36.965,0.063,1.127,NaN,0.0258,0.976,21.2,0.165,2.41,Stable Seasonal State
RCB-01,2024-06-01,1.189,NaN,0.896,0.296,37.374,0.0648,1.127,7.306,NaN,0.037,21.5,0.158,2.41,Stable Seasonal State
RCB-01,2024-07-01,1.172,8.207,0.896,0.278,38.217,0.0634,1.127,7.314,0.0258,-0.516,23.3,0.086,NaN,Mild Erosion Pressure
RCB-01,2024-08-01,0.932,NaN,0.896,0.368,37.103,0.0632,NaN,7.327,0.0258,0.81,24.9,0.223,2.41,Recovery / Accreting
RCB-01,2024-09-01,1.071,8.739,0.896,0.275,38.112,0.0642,1.127,7.322,0.0258,0.362,25.7,0.388,2.41,Stable Seasonal State
RCB-01,2024-10-01,0.994,NaN,NaN,0.159,37.777,0.0651,1.127,7.301,NaN,0.27,NaN,0.211,2.41,Stable Seasonal State
RCB-01,2024-11-01,1.338,8.721,0.896,0.361,NaN,0.0631,1.127,7.267,0.0258,0.663,28.3,0.225,2.41,Recovery / Accreting
RCB-01,2024-12-01,1.343,9.342,0.896,NaN,39.395,0.0639,NaN,7.298,0.0258,-0.154,29.2,0.321,2.41,Stable Seasonal State
RCB-03,2022-01-01,2.034,9.062,2.051,0.404,19.436,0.0566,0.78,6.508,0.0337,0.931,40.6,0.172,2.9,Mild Erosion Pressure
RCB-03,2022-02-01,1.945,8.755,2.051,0.265,19.923,0.0562,0.78,6.563,0.0337,0.401,41.4,-0.312,2.9,Mild Erosion Pressure
RCB-03,2022-03-01,1.923,8.41,2.051,0.319,17.039,0.0613,0.78,6.538,0.0337,0.396,42.6,NaN,2.9,Stable Seasonal State
RCB-03,2022-04-01,1.69,8.496,2.051,0.248,16.959,0.0601,0.78,6.532,0.0337,1.336,42.2,0.017,NaN,Mild Erosion Pressure
RCB-03,2022-05-01,1.606,8.707,2.051,0.161,17.47,0.0577,0.78,6.601,0.0337,0.039,41.4,-0.152,2.9,Mild Erosion Pressure
RCB-03,2022-06-01,1.376,8.091,2.051,0.128,16.8,0.0628,0.78,6.636,0.0337,NaN,41.6,-0.481,2.9,Recovery / Accreting
RCB-03,2022-07-01,NaN,8.358,2.051,0.219,18.004,0.0544,0.78,6.664,0.0337,1.204,NaN,0.294,2.9,Stable Seasonal State
RCB-03,2022-08-01,1.414,7.691,2.051,0.148,18.041,0.0585,NaN,6.668,0.0337,NaN,43.4,NaN,2.9,Stable Seasonal State
RCB-03,2022-09-01,1.46,8.965,2.051,0.228,18.546,0.0574,0.78,6.685,0.0337,0.98,NaN,-0.02,2.9,Stable Seasonal State
RCB-03,2022-10-01,1.571,7.842,2.051,0.07,17.762,0.0546,0.78,6.72,0.0337,NaN,44.6,0.137,2.9,Mild Erosion Pressure
RCB-03,2022-11-01,1.874,NaN,2.051,0.366,18.343,0.0584,0.78,6.762,0.0337,-0.335,44.5,-0.22,2.9,Stable Seasonal State
RCB-03,2022-12-01,1.874,9.296,2.051,0.341,18.777,0.0577,0.78,6.712,0.0337,0.828,43.4,-0.066,2.9,Mild Erosion Pressure
RCB-03,2023-01-01,1.871,8.9,2.051,0.282,17.857,0.0574,0.78,6.753,0.0337,-0.036,43.8,-0.355,NaN,Mild Erosion Pressure
RCB-03,2023-02-01,1.846,8.667,2.051,0.315,17.601,0.0569,0.78,6.749,0.0337,-0.234,43.2,-0.56,NaN,Mild Erosion Pressure
RCB-03,2023-03-01,NaN,8.399,2.051,0.325,15.608,0.056,0.78,6.749,0.0337,0.776,42.8,-0.426,2.9,Active Erosion
RCB-03,2023-04-01,1.735,8.101,2.051,0.316,15.638,0.0548,0.78,6.768,0.0337,-0.048,43.1,-0.746,2.9,Mild Erosion Pressure
RCB-03,2023-05-01,1.681,8.527,NaN,0.34,13.702,0.0594,0.78,6.763,0.0337,NaN,42.1,NaN,2.9,Mild Erosion Pressure
RCB-03,2023-06-01,1.58,8.287,2.051,0.213,14.382,0.0578,0.78,6.73,0.0337,1.329,42.1,-0.281,2.9,Stable Seasonal State
RCB-03,2023-07-01,1.189,8.247,2.051,0.231,14.825,0.056,0.78,6.75,NaN,NaN,43.6,-0.053,2.9,Recovery / Accreting
RCB-03,2023-08-01,NaN,8.56,2.051,0.182,16.005,0.0548,0.78,NaN,0.0337,1.371,41.8,0.335,2.9,Stable Seasonal State
RCB-03,2023-09-01,1.56,7.84,2.051,0.089,17.453,0.0581,0.78,6.814,0.0337,1.298,NaN,0.063,2.9,Mild Erosion Pressure
RCB-03,2023-10-01,1.658,9.048,2.051,0.22,17.435,0.0589,0.78,6.888,0.0337,NaN,44.2,-0.236,2.9,Mild Erosion Pressure
RCB-03,2023-11-01,1.715,8.824,2.051,0.363,NaN,0.0626,0.78,6.924,0.0337,0.146,44.2,-0.558,NaN,Mild Erosion Pressure
RCB-03,2023-12-01,2.01,9.214,2.051,0.264,15.007,0.0579,0.78,6.907,0.0337,0.784,44.1,-0.351,NaN,Mild Erosion Pressure
RCB-03,2024-01-01,2.215,8.914,2.051,0.366,14.504,0.0597,0.78,6.886,0.0337,0.354,42.8,-0.346,2.9,Mild Erosion Pressure
RCB-03,2024-02-01,2.013,8.643,2.051,0.342,13.331,0.0599,NaN,6.849,0.0337,1.341,41.0,-0.543,2.9,Mild Erosion Pressure
RCB-03,2024-03-01,1.905,9.563,NaN,0.341,11.803,0.0587,0.78,6.875,0.0337,NaN,40.8,-0.684,2.9,Mild Erosion Pressure
RCB-03,2024-04-01,1.725,8.43,2.051,0.295,9.436,0.0582,0.78,6.916,0.0337,-0.308,40.5,-0.502,2.9,Mild Erosion Pressure
RCB-03,2024-05-01,1.394,8.175,2.051,0.219,8.45,0.0587,0.78,6.974,0.0337,0.61,41.9,-0.25,2.9,Stable Seasonal State
RCB-03,2024-06-01,1.376,7.861,2.051,0.192,NaN,0.0584,0.78,6.977,0.0337,1.647,43.4,-0.121,2.9,Stable Seasonal State
RCB-03,2024-07-01,1.268,8.363,NaN,0.167,9.445,0.0562,0.78,7.003,0.0337,0.828,43.5,0.207,2.9,Stable Seasonal State
RCB-03,2024-08-01,1.376,7.682,NaN,0.177,10.234,0.0561,0.78,7.079,0.0337,0.557,47.2,-0.002,2.9,Stable Seasonal State
RCB-03,2024-09-01,1.398,8.291,NaN,0.32,9.26,0.0555,NaN,7.121,0.0337,1.237,47.0,-0.123,NaN,Stable Seasonal State
RCB-03,2024-10-01,NaN,9.262,2.051,0.501,9.971,0.0601,0.78,NaN,0.0337,-1.169,49.4,0.068,2.9,Mild Erosion Pressure
RCB-03,2024-11-01,1.588,8.8,2.051,0.314,8.0,0.0583,0.78,7.124,0.0337,-0.19,NaN,-0.385,2.9,Mild Erosion Pressure
RCB-03,2024-12-01,1.644,9.2,2.051,0.337,8.0,0.0591,0.78,7.115,0.0337,0.657,49.1,-0.447,2.9,Mild Erosion Pressure
RCB-06,2022-01-01,1.954,10.036,1.385,1.01,39.363,0.0556,0.765,6.726,0.024,0.879,13.9,0.033,3.71,Mild Erosion Pressure
RCB-06,2022-02-01,1.924,9.631,1.385,0.913,39.573,0.0597,0.765,6.735,0.024,1.095,14.5,-0.393,3.71,Mild Erosion Pressure
RCB-06,2022-03-01,1.857,9.74,1.385,0.893,41.182,0.0556,0.765,6.736,0.024,-0.047,12.1,-0.43,3.71,Mild Erosion Pressure
RCB-06,2022-04-01,1.798,9.5,1.385,0.81,39.607,0.0562,NaN,6.715,0.024,0.431,11.5,-0.475,3.71,Mild Erosion Pressure
RCB-06,2022-05-01,1.798,9.722,1.385,0.72,40.13,0.058,0.765,6.714,0.024,1.07,12.0,NaN,3.71,Stable Seasonal State
RCB-06,2022-06-01,1.379,8.888,1.385,0.67,41.32,0.058,0.765,6.725,0.024,0.576,10.8,0.012,3.71,Stable Seasonal State
RCB-06,2022-07-01,1.635,9.041,1.385,0.862,41.023,0.0542,0.765,6.785,0.024,0.715,12.9,-0.129,3.71,Stable Seasonal State
RCB-06,2022-08-01,1.682,8.945,1.385,0.857,41.667,0.0553,0.765,6.801,0.024,1.001,14.3,0.141,3.71,Mild Erosion Pressure
RCB-06,2022-09-01,2.028,8.759,1.385,0.875,41.749,0.0564,0.765,6.834,0.024,NaN,NaN,-0.201,3.71,Mild Erosion Pressure
RCB-06,2022-10-01,2.108,9.35,1.385,0.854,42.548,0.0567,0.765,6.801,0.024,-0.369,14.3,-0.458,3.71,Mild Erosion Pressure
RCB-06,2022-11-01,2.149,10.187,1.385,0.936,42.698,0.0561,0.765,6.776,0.024,0.289,NaN,-0.561,3.71,Mild Erosion Pressure
RCB-06,2022-12-01,2.093,10.059,1.385,1.005,40.762,0.0584,0.765,6.788,0.024,-0.278,16.0,-0.464,3.71,Active Erosion
RCB-06,2023-01-01,NaN,10.269,1.385,1.033,40.08,0.0596,0.765,6.77,0.024,0.24,NaN,-0.84,NaN,Mild Erosion Pressure
RCB-06,2023-02-01,2.024,9.526,1.385,0.893,38.727,NaN,0.765,6.857,NaN,0.279,NaN,-0.684,3.71,Mild Erosion Pressure
RCB-06,2023-03-01,1.791,10.176,1.385,0.823,38.415,0.0564,0.765,6.865,0.024,-0.114,15.0,NaN,3.71,Mild Erosion Pressure
RCB-06,2023-04-01,1.705,9.712,1.385,0.758,38.473,0.0581,0.765,NaN,0.024,-0.206,15.7,-0.231,NaN,Mild Erosion Pressure
RCB-06,2023-05-01,1.581,8.952,NaN,0.805,36.358,0.0558,0.765,6.866,0.024,0.396,14.1,-0.341,3.71,Mild Erosion Pressure
RCB-06,2023-06-01,2.089,9.628,1.385,1.236,36.42,0.0608,0.765,6.903,0.024,-0.953,12.7,-0.424,3.71,Mild Erosion Pressure
RCB-06,2023-07-01,1.67,9.246,1.385,0.952,37.1,0.0562,0.765,6.932,0.024,0.855,12.4,0.042,3.71,Stable Seasonal State
RCB-06,2023-08-01,NaN,8.797,1.385,0.877,37.798,0.0574,0.765,6.98,0.024,0.842,12.6,-0.041,3.71,Stable Seasonal State
RCB-06,2023-09-01,1.941,9.21,1.385,0.978,38.721,0.0569,0.765,NaN,0.024,1.249,NaN,0.271,NaN,Mild Erosion Pressure
RCB-06,2023-10-01,1.657,9.391,1.385,0.751,39.013,0.0545,NaN,NaN,0.024,0.163,15.8,-0.346,3.71,Active Erosion
RCB-06,2023-11-01,2.141,NaN,1.385,0.927,37.487,0.0602,0.765,7.044,0.024,NaN,16.0,-0.721,3.71,Mild Erosion Pressure
RCB-06,2023-12-01,NaN,9.766,1.385,0.873,36.531,0.0559,0.765,7.043,0.024,0.709,14.8,-0.468,3.71,Mild Erosion Pressure
RCB-06,2024-01-01,2.025,9.914,1.385,1.018,36.735,0.0572,0.765,7.048,0.024,0.319,NaN,-0.432,3.71,Mild Erosion Pressure
RCB-06,2024-02-01,2.129,10.647,1.385,1.053,35.348,0.0611,0.765,7.114,0.024,-0.169,12.7,-0.694,3.71,Mild Erosion Pressure
RCB-06,2024-03-01,2.123,10.028,1.385,0.823,34.74,0.0579,0.765,7.076,0.024,0.155,11.8,-0.474,3.71,Mild Erosion Pressure
RCB-06,2024-04-01,1.59,9.956,1.385,0.761,34.638,0.0572,0.765,7.112,0.024,1.179,10.6,-0.687,3.71,Stable Seasonal State
RCB-06,2024-05-01,NaN,9.428,1.385,0.757,34.724,0.0584,0.765,7.143,0.024,NaN,10.9,-0.057,3.71,Mild Erosion Pressure
RCB-06,2024-06-01,1.679,9.655,1.385,0.813,33.149,0.0541,0.765,7.149,0.024,1.288,12.1,-0.184,3.71,Mild Erosion Pressure
RCB-06,2024-07-01,1.608,9.263,1.385,0.806,NaN,0.0566,0.765,7.23,0.024,0.952,12.2,-0.18,3.71,Stable Seasonal State
RCB-06,2024-08-01,1.621,9.525,1.385,0.824,31.738,0.0558,0.765,NaN,NaN,0.44,12.5,-0.0,3.71,Mild Erosion Pressure
RCB-06,2024-09-01,1.961,9.172,1.385,0.814,32.873,0.0614,0.765,7.275,0.024,0.259,15.0,-0.18,3.71,Mild Erosion Pressure
RCB-06,2024-10-01,2.115,8.927,1.385,0.836,32.782,0.0571,0.765,7.272,NaN,-0.772,16.7,-0.523,3.71,Mild Erosion Pressure
RCB-06,2024-11-01,NaN,NaN,1.385,0.857,32.645,0.0561,0.765,7.343,0.024,0.619,16.2,-0.369,3.71,Mild Erosion Pressure
RCB-06,2024-12-01,2.176,10.587,1.385,NaN,31.327,0.0545,0.765,7.407,0.024,-0.425,16.7,-0.346,3.71,Mild Erosion Pressure
RCB-13,2022-01-01,1.512,7.829,2.291,0.393,31.19,0.0569,0.857,6.624,NaN,0.35,42.2,0.258,3.15,Stable Seasonal State
RCB-13,2022-02-01,1.435,7.649,2.291,0.423,30.509,0.0581,0.857,6.654,0.0216,0.88,43.2,-0.062,3.15,Stable Seasonal State
RCB-13,2022-03-01,0.949,7.569,2.291,0.296,30.435,0.0568,0.857,6.651,0.0216,NaN,42.4,0.113,3.15,Stable Seasonal State
RCB-13,2022-04-01,1.032,7.141,2.291,0.161,31.261,0.058,0.857,6.649,0.0216,0.398,41.8,-0.001,3.15,Stable Seasonal State
RCB-13,2022-05-01,1.274,6.635,2.291,0.218,31.544,0.0569,0.857,6.673,0.0216,0.824,41.9,NaN,3.15,Stable Seasonal State
RCB-13,2022-06-01,0.927,7.319,2.291,0.123,32.757,0.0574,0.857,6.668,0.0216,1.487,43.3,0.172,3.15,Recovery / Accreting
RCB-13,2022-07-01,1.038,7.106,2.291,0.165,33.96,0.0553,0.857,6.691,0.0216,0.328,45.0,0.445,3.15,Stable Seasonal State
RCB-13,2022-08-01,1.026,7.647,2.291,NaN,34.801,0.061,0.857,6.712,0.0216,1.282,46.7,0.388,3.15,Stable Seasonal State
RCB-13,2022-09-01,NaN,7.328,2.291,0.191,35.37,0.0585,0.857,6.767,0.0216,0.15,46.7,0.154,NaN,Stable Seasonal State
RCB-13,2022-10-01,1.345,7.047,2.291,0.273,36.454,NaN,0.857,6.732,NaN,NaN,46.2,0.421,3.15,Stable Seasonal State
RCB-13,2022-11-01,1.171,7.393,NaN,0.315,37.211,0.0595,0.857,6.788,0.0216,0.633,46.1,-0.001,3.15,Recovery / Accreting
RCB-13,2022-12-01,1.574,NaN,2.291,0.528,37.567,0.0593,0.857,6.812,0.0216,-0.057,45.4,0.36,3.15,Stable Seasonal State
RCB-13,2023-01-01,1.563,8.201,2.291,0.4,36.841,NaN,0.857,6.821,0.0216,-0.37,45.0,-0.09,3.15,Mild Erosion Pressure
RCB-13,2023-02-01,1.222,8.335,2.291,0.302,36.614,0.0596,0.857,NaN,0.0216,0.399,46.1,-0.215,NaN,Stable Seasonal State
RCB-13,2023-03-01,1.03,7.468,2.291,0.283,37.056,0.06,0.857,6.923,0.0216,-1.462,46.4,-0.047,3.15,Mild Erosion Pressure
RCB-13,2023-04-01,1.198,6.592,2.291,0.304,35.339,0.0584,0.857,6.968,0.0216,0.83,NaN,0.089,3.15,Stable Seasonal State
RCB-13,2023-05-01,0.875,6.68,2.291,0.107,34.529,0.0559,0.857,7.014,0.0216,1.154,45.2,0.243,3.15,Recovery / Accreting
RCB-13,2023-06-01,0.848,6.961,2.291,0.21,36.249,0.0575,0.857,7.067,0.0216,1.623,45.2,0.434,3.15,Recovery / Accreting
RCB-13,2023-07-01,1.09,6.827,2.291,0.19,NaN,0.0584,0.857,7.145,0.0216,1.716,46.0,NaN,3.15,Recovery / Accreting
RCB-13,2023-08-01,1.182,7.443,2.291,0.347,38.997,0.0562,0.857,7.182,0.0216,1.214,45.0,0.469,3.15,Stable Seasonal State
RCB-13,2023-09-01,NaN,7.965,2.291,0.208,38.309,0.0566,0.857,7.264,0.0216,1.674,NaN,0.171,3.15,Recovery / Accreting
RCB-13,2023-10-01,1.248,7.961,2.291,0.253,39.768,NaN,0.857,7.302,0.0216,0.214,47.1,0.421,3.15,Stable Seasonal State
RCB-13,2023-11-01,0.924,7.906,2.291,0.177,40.302,0.0623,NaN,7.314,0.0216,0.557,46.2,0.072,3.15,Stable Seasonal State
RCB-13,2023-12-01,1.39,9.022,2.291,0.357,41.588,0.0574,0.857,NaN,0.0216,-0.181,46.3,0.164,3.15,Mild Erosion Pressure
RCB-13,2024-01-01,1.392,7.815,2.291,0.38,40.189,0.0541,NaN,7.28,0.0216,0.86,46.4,-0.186,3.15,Mild Erosion Pressure
RCB-13,2024-02-01,1.415,8.14,2.291,0.246,40.645,0.0544,0.857,7.34,0.0216,0.192,47.1,NaN,3.15,Stable Seasonal State
RCB-13,2024-03-01,1.302,7.345,2.291,0.303,40.825,0.0571,0.857,7.379,NaN,-1.009,48.5,-0.092,3.15,Mild Erosion Pressure
RCB-13,2024-04-01,1.114,NaN,2.291,0.235,40.791,0.057,0.857,7.437,0.0216,1.171,48.0,0.39,3.15,Recovery / Accreting
RCB-13,2024-05-01,1.119,7.633,2.291,0.21,42.591,NaN,0.857,7.548,0.0216,0.335,48.5,0.314,3.15,Stable Seasonal State
RCB-13,2024-06-01,0.937,7.503,2.291,0.21,42.714,0.0593,0.857,7.611,0.0216,1.083,49.8,0.032,3.15,Recovery / Accreting
RCB-13,2024-07-01,1.071,6.817,2.291,0.264,44.454,0.0541,0.857,7.712,0.0216,1.825,51.0,0.655,3.15,Recovery / Accreting
RCB-13,2024-08-01,1.292,7.225,2.291,0.297,45.11,0.058,0.857,7.762,0.0216,1.45,51.3,0.491,3.15,Recovery / Accreting
RCB-13,2024-09-01,0.908,7.293,2.291,0.092,45.92,0.0564,0.857,7.819,0.0216,0.983,52.5,0.324,3.15,Recovery / Accreting
RCB-13,2024-10-01,1.19,7.187,2.291,0.127,46.843,0.0564,0.857,7.832,0.0216,0.82,51.5,0.558,3.15,Stable Seasonal State
RCB-13,2024-11-01,NaN,8.193,2.291,0.363,46.111,0.0583,0.857,7.839,0.0216,1.033,51.2,0.077,3.15,Stable Seasonal State
RCB-13,2024-12-01,1.174,7.742,2.291,0.323,47.689,0.0582,0.857,NaN,0.0216,0.942,52.0,0.255,3.15,Recovery / Accreting
RCB-25,2022-01-01,1.728,11.276,1.061,0.947,35.112,0.0586,NaN,4.049,0.0376,0.098,10.5,0.143,2.36,Mild Erosion Pressure
RCB-25,2022-02-01,1.8,10.314,1.061,0.823,NaN,0.0579,0.862,4.037,0.0376,0.405,NaN,-0.539,2.36,Mild Erosion Pressure
RCB-25,2022-03-01,NaN,10.47,1.061,0.746,32.647,0.0618,NaN,4.08,0.0376,1.449,14.2,-0.578,2.36,Mild Erosion Pressure
RCB-25,2022-04-01,1.515,10.258,1.061,0.79,33.781,0.0653,0.862,4.123,0.0376,0.81,14.5,-0.405,2.36,Mild Erosion Pressure
RCB-25,2022-05-01,1.867,9.982,1.061,0.669,32.105,0.0601,0.862,4.1,0.0376,0.904,13.7,-0.546,2.36,Mild Erosion Pressure
RCB-25,2022-06-01,1.548,9.684,1.061,0.758,32.51,0.0619,0.862,4.121,NaN,NaN,14.6,-0.4,NaN,Stable Seasonal State
RCB-25,2022-07-01,1.342,10.166,1.061,0.777,32.103,0.0601,0.862,4.153,0.0376,1.599,13.6,-0.011,2.36,Stable Seasonal State
RCB-25,2022-08-01,1.134,9.603,1.061,0.802,33.122,0.0553,0.862,4.237,0.0376,1.671,14.4,-0.078,2.36,Stable Seasonal State
RCB-25,2022-09-01,1.462,10.103,1.061,0.79,34.521,0.062,0.862,4.254,0.0376,1.117,14.2,-0.005,2.36,Stable Seasonal State
RCB-25,2022-10-01,1.401,10.005,NaN,0.824,33.569,0.0609,0.862,4.267,0.0376,-0.097,NaN,0.071,2.36,Mild Erosion Pressure
RCB-25,2022-11-01,NaN,10.476,1.061,0.809,33.296,0.0597,0.862,4.261,NaN,0.336,13.0,-0.543,2.36,Mild Erosion Pressure
RCB-25,2022-12-01,1.827,10.572,1.061,0.866,NaN,0.0636,0.862,4.278,0.0376,1.602,14.0,-0.588,2.36,Mild Erosion Pressure
RCB-25,2023-01-01,2.33,11.414,NaN,1.071,33.412,0.0602,0.862,4.323,0.0376,0.044,NaN,-0.371,2.36,Active Erosion
RCB-25,2023-02-01,2.084,11.64,1.061,0.988,32.261,0.0651,0.862,4.332,NaN,0.034,13.0,-0.867,2.36,Active Erosion
RCB-25,2023-03-01,1.796,NaN,1.061,0.889,30.892,0.0585,0.862,4.35,0.0376,0.241,12.1,NaN,2.36,Active Erosion
RCB-25,2023-04-01,1.869,10.74,1.061,0.825,30.289,0.0611,0.862,4.379,0.0376,0.685,11.9,-0.764,2.36,Active Erosion
RCB-25,2023-05-01,1.72,10.181,1.061,0.777,27.734,0.065,0.862,4.402,0.0376,0.374,11.9,-0.735,2.36,Mild Erosion Pressure
RCB-25,2023-06-01,1.644,9.726,1.061,0.618,26.777,0.0648,0.862,4.37,0.0376,1.368,12.3,-0.406,2.36,Stable Seasonal State
RCB-25,2023-07-01,1.245,NaN,1.061,0.692,27.211,0.0612,0.862,4.399,NaN,1.101,12.2,0.052,2.36,Stable Seasonal State
RCB-25,2023-08-01,1.262,9.958,1.061,0.754,27.063,0.0607,0.862,NaN,0.0376,1.408,12.0,0.187,2.36,Mild Erosion Pressure
RCB-25,2023-09-01,1.69,NaN,1.061,0.61,26.861,0.0623,0.862,NaN,0.0376,1.058,11.1,-0.158,2.36,Mild Erosion Pressure
RCB-25,2023-10-01,1.6,10.297,1.061,NaN,25.876,0.058,NaN,4.493,0.0376,1.5,13.1,-0.263,2.36,Mild Erosion Pressure
RCB-25,2023-11-01,2.011,11.032,1.061,0.763,26.175,0.0621,0.862,4.555,0.0376,0.184,14.2,-0.198,2.36,Mild Erosion Pressure
RCB-25,2023-12-01,1.782,10.561,1.061,0.825,23.729,0.063,0.862,4.576,0.0376,NaN,NaN,-0.685,2.36,Mild Erosion Pressure
RCB-25,2024-01-01,2.062,11.32,1.061,0.911,22.468,0.0645,0.862,4.61,NaN,0.573,14.9,NaN,2.36,Active Erosion
RCB-25,2024-02-01,2.25,11.201,1.061,0.944,NaN,0.0614,NaN,4.617,0.0376,0.826,15.2,-0.71,2.36,Mild Erosion Pressure
RCB-25,2024-03-01,2.024,10.972,1.061,0.848,23.289,0.0592,0.862,4.671,0.0376,1.95,14.8,-0.57,2.36,Mild Erosion Pressure
RCB-25,2024-04-01,1.763,10.919,1.061,NaN,22.364,0.0603,0.862,4.783,0.0376,0.765,15.6,-0.501,2.36,Mild Erosion Pressure
RCB-25,2024-05-01,1.71,NaN,1.061,0.802,21.683,0.0608,NaN,4.808,0.0376,1.545,13.6,-0.28,2.36,Mild Erosion Pressure
RCB-25,2024-06-01,1.611,9.006,1.061,0.743,22.31,0.0599,0.862,4.863,0.0376,0.936,14.2,-0.198,2.36,Mild Erosion Pressure
RCB-25,2024-07-01,1.503,9.62,1.061,NaN,23.113,0.0572,0.862,4.871,0.0376,NaN,14.4,-0.255,2.36,Stable Seasonal State
RCB-25,2024-08-01,NaN,9.958,1.061,0.684,23.595,0.0575,0.862,4.98,0.0376,0.858,15.4,0.124,2.36,Mild Erosion Pressure
RCB-25,2024-09-01,1.594,10.072,1.061,0.785,23.15,0.0611,0.862,5.027,0.0376,1.945,18.2,-0.16,2.36,Mild Erosion Pressure
RCB-25,2024-10-01,1.225,9.93,1.061,0.699,22.666,0.0622,0.862,5.116,0.0376,0.761,20.2,-0.219,2.36,Mild Erosion Pressure
RCB-25,2024-11-01,1.728,10.158,1.061,0.833,22.725,0.0621,0.862,5.156,0.0376,0.984,20.6,-0.301,2.36,Mild Erosion Pressure
RCB-25,2024-12-01,1.559,9.824,1.061,1.009,21.901,0.0612,0.862,5.172,0.0376,1.057,20.8,-0.325,2.36,Mild Erosion Pressure
RCB-32,2022-01-01,2.309,10.656,1.496,1.045,32.474,0.0582,0.888,5.441,0.0269,0.204,30.5,0.293,3.21,Active Erosion
RCB-32,2022-02-01,1.895,9.909,1.496,0.957,NaN,0.0612,0.888,5.454,0.0269,0.756,30.3,-0.719,3.21,Mild Erosion Pressure
RCB-32,2022-03-01,1.809,9.473,NaN,0.741,30.156,0.0586,0.888,5.536,0.0269,0.233,29.0,-0.418,3.21,Mild Erosion Pressure
RCB-32,2022-04-01,1.524,NaN,1.496,0.772,29.328,0.0585,0.888,5.527,0.0269,0.609,28.9,-0.564,3.21,Mild Erosion Pressure
RCB-32,2022-05-01,1.262,8.476,1.496,0.647,28.005,0.0587,0.888,5.495,0.0269,0.916,27.9,-0.346,3.21,Stable Seasonal State
RCB-32,2022-06-01,1.384,8.657,1.496,0.694,29.202,0.0613,0.888,5.583,0.0269,2.163,NaN,-0.077,3.21,Recovery / Accreting
RCB-32,2022-07-01,1.457,9.002,1.496,0.767,30.18,0.0586,0.888,5.645,0.0269,1.344,26.9,0.344,3.21,Mild Erosion Pressure
RCB-32,2022-08-01,1.421,9.018,1.496,0.638,29.228,0.0612,0.888,5.679,0.0269,1.691,28.2,-0.25,NaN,Mild Erosion Pressure
RCB-32,2022-09-01,1.437,8.833,1.496,NaN,28.373,0.0623,0.888,5.72,0.0269,1.063,NaN,-0.203,3.21,Stable Seasonal State
RCB-32,2022-10-01,1.676,8.932,1.496,0.657,29.333,0.0611,0.888,NaN,0.0269,1.404,27.2,-0.087,3.21,Stable Seasonal State
