Observation Date,Daily Rainfall (mm),Antecedent 3-Day Rainfall (mm),Antecedent 7-Day Rainfall (mm),Groundwater Depth Below Ground Surface (m),Piezometric Head Above Slip Surface (m),Volumetric Water Content (%),Matric Suction (kPa),Pore Pressure Ratio ru (-),Surface Displacement Rate (mm/day),7-Day Cumulative Surface Displacement (mm),Inclinometer Shear Zone Movement Rate (mm/day),Extensometer Extension Rate (mm/day),Slope Stability Alert Level
2025-02-28,43.03,62.44,120.95,3.57,2.0,28.37,19.48,0.338,0.131,0.596,0.053,0.224,Warning
2025-03-01,0.0,62.44,120.95,1.49,3.81,26.52,20.28,0.445,0.312,0.898,0.203,0.286,Warning
2025-03-02,0.0,43.03,62.44,6.04,0.0,26.2,42.53,0.107,0.106,0.905,0.084,0.215,Watch
2025-03-03,NaN,0.0,62.44,4.83,NaN,24.87,NaN,0.027,0.07,0.803,0.0,0.0,Watch
2025-03-04,0.0,0.0,62.44,6.06,0.0,20.03,44.96,0.078,0.01,0.699,0.095,0.05,Watch
2025-03-05,0.0,0.0,62.44,5.48,0.03,22.18,47.23,0.078,0.025,0.694,0.0,NaN,Watch
2025-03-06,0.0,0.0,43.03,6.41,NaN,21.13,50.85,0.089,0.01,0.663,0.025,NaN,Elevated
2025-03-07,0.0,0.0,0.0,8.09,0.0,21.11,50.38,0.042,0.078,0.61,0.0,0.0,Normal
2025-03-08,0.0,0.0,0.0,9.1,NaN,15.88,59.29,0.035,0.079,0.378,0.0,0.104,Normal
2025-03-09,0.0,0.0,0.0,7.44,0.0,23.7,45.08,0.081,0.01,0.282,0.0,0.05,Normal
2025-03-10,0.0,0.0,NaN,8.78,0.0,20.16,57.43,0.02,0.025,0.237,0.0,0.037,Normal
2025-03-11,NaN,0.0,0.0,9.15,0.0,19.37,NaN,0.059,NaN,0.251,0.0,0.108,Normal
2025-03-12,0.0,0.0,0.0,8.88,0.0,20.95,54.61,0.02,0.01,0.236,0.005,0.078,Normal
2025-03-13,NaN,88.83,88.83,5.77,0.0,29.52,25.61,0.171,0.01,0.236,0.0,NaN,Watch
2025-03-14,33.05,121.87,121.87,2.29,2.97,28.92,NaN,0.43,0.382,0.54,0.241,0.552,Warning
2025-03-15,63.26,185.13,185.13,0.39,4.74,33.24,7.6,0.742,1.729,NaN,NaN,1.709,Emergency
2025-03-16,15.29,111.59,200.42,0.35,4.88,32.51,3.64,0.643,2.132,4.312,1.35,1.767,Emergency
2025-03-17,0.0,NaN,200.42,0.35,NaN,31.62,9.65,0.624,1.582,5.869,0.957,1.338,Emergency
2025-03-18,0.0,15.29,200.42,0.35,4.97,30.32,9.93,0.498,1.483,7.328,0.912,1.118,Warning
2025-03-19,0.0,0.0,200.42,0.35,5.42,29.19,5.98,0.54,1.447,8.765,0.826,0.976,Warning
2025-03-20,24.7,24.7,136.3,2.86,2.48,27.63,23.04,0.303,NaN,9.346,0.318,0.509,Warning
2025-03-21,21.89,46.59,125.14,2.03,3.28,26.44,19.44,0.421,0.392,9.355,0.228,0.369,Warning
2025-03-22,25.76,72.35,87.64,2.91,2.41,27.51,25.89,0.318,NaN,7.815,0.137,0.413,Warning
2025-03-23,0.0,47.65,72.35,4.26,0.92,23.78,35.46,0.254,NaN,5.765,0.0,0.175,Warning
2025-03-24,0.0,25.76,NaN,5.19,0.1,25.81,41.88,0.063,0.031,4.214,0.066,NaN,Watch
2025-03-25,0.0,0.0,72.35,5.79,0.0,25.02,46.55,0.055,0.01,2.741,0.05,0.06,Watch
2025-03-26,0.0,0.0,72.35,4.96,0.36,24.85,34.59,0.168,0.037,1.33,0.032,0.0,Watch
2025-03-27,0.0,0.0,47.65,6.9,NaN,NaN,39.02,NaN,0.041,NaN,0.022,0.102,Elevated
2025-03-28,0.0,0.0,25.76,5.96,0.0,27.34,40.62,0.02,0.021,0.41,0.051,0.1,Elevated
2025-03-29,12.86,12.86,12.86,7.14,0.0,24.18,38.5,0.071,0.091,0.312,0.0,0.022,Normal
2025-03-30,0.0,12.86,12.86,7.31,0.0,19.58,49.21,0.047,0.011,0.241,NaN,0.009,Normal
2025-03-31,0.0,12.86,12.86,7.43,0.0,21.88,49.23,0.034,0.031,0.241,0.0,0.187,Normal
2025-04-01,0.0,0.0,12.86,7.63,0.0,20.1,54.09,0.02,0.025,0.255,0.033,NaN,Normal
2025-04-02,0.0,0.0,12.86,8.11,0.0,19.09,51.53,0.145,0.023,0.242,0.0,0.018,Normal
2025-04-03,NaN,32.33,45.2,5.81,0.0,20.7,44.64,0.097,0.043,NaN,0.0,0.124,Elevated
2025-04-04,46.34,78.67,91.53,4.05,0.92,26.74,NaN,0.188,0.049,0.271,0.038,0.232,Watch
2025-04-05,23.61,102.28,102.28,3.4,1.74,25.78,NaN,0.402,0.177,0.358,0.011,0.411,Watch
2025-04-06,0.0,69.95,102.28,2.89,2.29,27.7,26.36,0.371,0.219,0.567,0.186,0.316,Watch
2025-04-07,56.43,80.03,158.71,0.85,4.3,31.38,13.01,0.514,NaN,1.384,0.55,0.79,Warning
2025-04-08,0.0,56.43,158.71,0.93,NaN,31.26,8.92,NaN,0.977,2.336,0.641,0.904,Warning
2025-04-09,30.17,86.59,188.87,0.35,4.92,29.36,7.84,0.635,NaN,3.808,0.99,1.215,Emergency
2025-04-10,45.77,75.94,202.31,0.35,4.85,33.17,2.0,0.593,1.865,5.63,1.187,1.475,Emergency
2025-04-11,12.22,88.15,168.19,0.46,4.92,32.01,2.0,0.533,1.818,7.4,1.079,1.454,Warning
2025-04-12,0.0,57.99,144.58,1.23,4.38,28.45,11.87,0.574,1.132,8.354,0.711,1.013,Warning
2025-04-13,0.0,12.22,144.58,NaN,3.1,27.49,16.26,0.35,NaN,8.767,0.343,0.451,Warning
2025-04-14,0.0,0.0,88.15,3.23,1.73,28.77,29.65,0.269,0.206,8.124,0.185,0.106,Warning
2025-04-15,43.79,43.79,131.94,1.51,3.89,29.47,14.63,0.497,0.549,7.696,0.274,0.417,Warning
2025-04-16,0.0,43.79,101.77,5.31,0.0,NaN,31.35,0.119,0.248,6.45,0.129,0.293,Warning
2025-04-17,92.71,136.5,148.71,0.35,4.98,30.94,6.67,0.688,1.484,6.068,0.977,1.442,Emergency
2025-04-18,26.86,119.57,163.36,0.35,4.88,31.01,NaN,0.61,1.749,5.999,1.11,1.467,Emergency
2025-04-19,0.0,NaN,163.36,NaN,NaN,31.3,15.69,0.533,1.294,6.162,0.749,1.205,Warning
2025-04-20,23.64,50.51,187.0,0.35,4.98,32.97,2.0,0.556,1.718,7.248,1.079,1.294,Warning
2025-04-21,47.98,71.62,234.98,0.35,4.85,34.13,2.0,0.63,2.52,9.562,1.634,1.857,Emergency
2025-04-22,61.33,132.95,252.52,0.35,4.79,38.16,2.0,0.68,3.051,NaN,1.95,2.506,Emergency
2025-04-23,22.63,131.94,NaN,0.35,4.87,36.12,2.0,0.703,3.337,15.153,2.137,2.721,Emergency
2025-04-24,0.0,83.96,182.44,0.35,4.99,32.73,6.41,0.65,2.258,15.928,1.49,1.829,Emergency
2025-04-25,0.0,22.63,155.58,0.35,5.06,33.45,4.42,0.528,NaN,15.755,0.898,1.125,Warning
2025-04-26,0.0,0.0,155.58,1.46,4.0,32.26,NaN,0.392,1.161,15.622,NaN,0.792,Warning
2025-04-27,0.0,0.0,131.94,2.72,NaN,29.07,28.56,0.323,NaN,14.378,NaN,0.413,Warning
2025-04-28,NaN,0.0,83.96,3.69,1.67,25.69,33.21,0.217,0.136,11.995,0.081,0.098,Warning
2025-04-29,0.0,0.0,22.63,NaN,NaN,22.79,46.26,0.02,0.039,8.982,0.0,0.006,Warning
2025-04-30,0.0,0.0,0.0,8.73,NaN,22.48,46.08,0.055,0.01,5.655,0.0,0.0,Warning
2025-05-01,0.0,0.0,0.0,9.05,0.0,NaN,41.93,NaN,0.01,3.407,0.042,0.0,Watch
2025-05-02,0.0,0.0,0.0,7.69,0.0,23.85,47.84,0.041,0.01,1.84,0.0,0.01,Watch
2025-05-03,0.0,NaN,0.0,6.33,0.0,20.96,53.14,0.071,0.024,NaN,0.061,0.052,Elevated
2025-05-04,65.69,65.69,NaN,4.31,0.78,24.36,40.56,0.191,0.04,0.27,0.051,0.111,Watch
2025-05-05,0.0,65.69,65.69,4.69,0.58,25.91,29.19,0.212,NaN,0.144,0.044,0.237,Watch
2025-05-06,0.0,65.69,65.69,4.89,0.54,23.57,36.01,0.143,0.01,0.115,0.0,NaN,Watch
2025-05-07,27.98,27.98,93.67,NaN,1.73,25.6,28.74,0.269,0.04,0.145,0.0,0.153,Watch
2025-05-08,23.94,51.92,117.61,NaN,1.7,29.72,24.38,0.364,0.101,NaN,0.015,0.279,Watch
2025-05-09,0.0,51.92,117.61,3.77,1.57,28.18,26.55,0.251,0.088,0.314,0.038,0.237,Watch
2025-05-10,0.0,23.94,117.61,2.83,2.32,26.59,NaN,0.28,0.149,0.44,0.135,0.305,Watch
2025-05-11,0.0,0.0,NaN,6.55,0.0,21.48,46.49,0.046,0.057,0.456,0.075,0.035,Elevated
2025-05-12,26.12,26.12,78.04,4.9,0.38,24.99,34.0,0.15,0.061,0.507,0.069,0.096,Watch
2025-05-13,32.26,58.39,110.31,3.19,2.06,28.61,27.91,0.288,0.032,0.529,0.0,0.132,Watch
2025-05-14,0.0,58.39,82.33,5.01,0.23,24.94,39.0,0.191,0.025,0.513,0.098,NaN,Watch
2025-05-15,0.0,32.26,58.39,5.51,0.0,26.32,37.75,0.143,0.01,0.422,NaN,0.129,Watch
2025-05-16,81.53,NaN,139.92,3.09,2.13,31.83,24.18,0.394,0.464,0.798,0.294,0.486,Warning
2025-05-17,19.76,101.29,159.68,NaN,5.07,33.01,11.41,0.56,1.1,1.748,0.697,1.067,Warning
2025-05-18,24.32,125.61,184.0,0.35,4.88,32.16,9.45,0.687,1.682,3.374,1.048,1.517,Emergency
2025-05-19,NaN,44.08,157.87,0.83,4.76,31.2,2.0,0.563,1.536,4.849,0.895,1.087,Warning
2025-05-20,0.0,24.32,125.61,2.68,2.88,30.71,24.61,0.381,0.716,5.533,0.346,0.648,Warning
2025-05-21,0.0,0.0,125.61,3.33,1.81,28.66,28.54,0.259,0.304,5.812,0.103,0.184,Warning
2025-05-22,0.0,0.0,125.61,2.51,2.8,26.57,31.85,0.325,0.148,5.949,0.09,0.033,Warning
2025-05-23,0.0,0.0,NaN,5.06,0.12,23.09,48.23,0.111,0.097,5.582,0.098,0.111,Warning
2025-05-24,0.0,NaN,24.32,7.55,0.0,22.97,51.57,0.122,0.01,4.493,0.0,0.054,Watch
2025-05-25,0.0,0.0,NaN,8.57,0.0,19.28,55.58,0.02,0.01,2.82,0.019,0.053,Watch
2025-05-26,0.0,0.0,0.0,6.75,0.0,20.68,55.9,0.078,0.071,1.355,0.008,0.113,Elevated
2025-05-27,29.35,29.35,29.35,6.76,0.0,24.47,48.33,0.09,0.01,0.649,0.139,0.137,Elevated
2025-05-28,0.0,29.35,29.35,5.71,0.0,18.78,49.6,0.088,0.019,0.365,NaN,NaN,Elevated
2025-05-29,0.0,29.35,29.35,6.42,0.0,24.36,37.88,NaN,0.049,0.266,0.067,0.074,Elevated
2025-05-30,0.0,0.0,29.35,6.3,0.0,23.37,43.49,0.048,0.045,0.213,0.061,0.0,Elevated
2025-05-31,0.0,0.0,29.35,7.57,NaN,20.4,49.57,0.023,0.065,0.268,0.074,0.129,Elevated
2025-06-01,7.95,7.95,37.3,6.76,0.0,22.23,44.25,0.056,0.017,0.275,0.0,0.0,Elevated
2025-06-02,11.72,19.67,49.02,5.28,0.0,21.8,39.75,0.055,0.059,0.264,0.069,0.049,Elevated
2025-06-03,20.45,40.12,40.12,7.08,0.0,24.13,36.43,0.097,0.01,0.264,0.0,0.072,Elevated
2025-06-04,0.0,32.17,40.12,5.55,0.12,NaN,40.45,0.097,0.025,0.27,0.0,0.088,Elevated
2025-06-05,0.0,20.45,40.12,6.8,0.0,19.19,50.75,0.092,0.01,NaN,0.016,0.128,Elevated
2025-06-06,0.0,0.0,40.12,6.02,0.0,22.3,50.07,0.02,0.01,0.196,0.024,0.036,Elevated
2025-06-07,0.0,0.0,40.12,6.38,0.0,20.73,50.16,0.02,0.01,0.142,0.0,0.0,Elevated
2025-06-08,160.0,NaN,192.17,0.35,4.87,NaN,NaN,0.71,1.362,NaN,0.959,1.424,Emergency
2025-06-09,0.0,160.0,180.45,0.43,4.69,29.64,10.4,0.65,1.639,3.066,NaN,1.529,Emergency
2025-06-10,27.59,187.59,187.59,0.65,4.8,34.21,2.0,0.761,2.315,5.372,1.654,2.051,Emergency
2025-06-11,0.0,27.59,187.59,0.35,5.1,32.19,4.43,0.56,2.042,7.388,1.273,1.546,Warning
2025-06-12,67.47,95.06,255.06,0.35,4.74,33.61,2.0,0.67,2.701,10.08,1.782,2.184,Emergency
2025-06-13,0.0,67.47,255.06,0.35,5.08,32.01,2.0,0.689,2.571,12.641,1.661,2.038,Emergency
2025-06-14,NaN,NaN,255.06,0.35,5.22,32.82,2.0,0.639,2.714,15.344,1.681,2.035,Emergency
2025-06-15,28.73,28.73,123.79,2.73,2.91,29.82,21.17,0.338,1.128,15.11,0.641,0.851,Warning
2025-06-16,0.0,28.73,123.79,2.49,3.32,28.53,22.99,0.419,0.53,14.001,0.276,0.356,Warning
2025-06-17,0.0,28.73,96.2,2.56,2.58,NaN,24.18,0.336,0.271,11.957,0.036,0.152,Warning
2025-06-18,0.0,0.0,96.2,4.15,1.66,27.13,24.07,0.211,0.074,9.989,0.058,0.0,Warning
2025-06-19,20.66,20.66,49.39,6.09,NaN,26.12,37.2,0.143,0.07,7.358,NaN,0.064,Warning
2025-06-20,0.0,20.66,49.39,5.45,NaN,24.46,41.23,0.087,0.049,4.837,0.023,0.099,Watch
2025-06-21,NaN,20.66,49.39,5.1,0.26,21.28,48.18,0.115,0.038,2.161,0.012,0.053,Watch
2025-06-22,0.0,NaN,20.66,8.27,0.0,21.98,NaN,0.053,0.045,1.077,0.0,0.0,Elevated
2025-06-23,0.0,0.0,20.66,NaN,0.0,23.66,46.77,NaN,0.029,0.576,0.017,0.05,Elevated
2025-06-24,0.0,0.0,NaN,7.19,0.0,NaN,49.01,NaN,0.025,0.33,0.059,0.011,Elevated
2025-06-25,NaN,0.0,20.66,6.61,0.0,21.95,NaN,0.101,0.02,0.275,0.0,0.051,Elevated
2025-06-26,0.0,0.0,0.0,7.76,NaN,19.53,55.46,0.056,0.01,0.215,0.057,0.047,Normal
2025-06-27,NaN,0.0,0.0,9.27,0.0,18.25,52.26,0.041,0.037,0.203,0.02,0.0,Normal
2025-06-28,0.0,0.0,0.0,8.51,0.0,19.33,51.71,0.034,0.017,0.182,0.021,0.065,Normal
2025-06-29,0.0,0.0,0.0,8.07,0.0,19.78,53.42,0.052,0.011,0.149,0.025,0.0,Normal
2025-06-30,151.08,151.08,151.08,1.67,3.84,29.21,13.47,0.615,0.725,0.845,0.438,0.89,Emergency
2025-07-01,15.96,167.04,167.04,0.35,4.65,30.19,12.23,0.697,1.371,2.191,1.02,1.416,Emergency
2025-07-02,0.0,167.04,167.04,1.87,3.54,28.1,14.94,0.584,1.111,3.282,0.718,1.251,Emergency
2025-07-03,64.44,80.4,231.49,0.35,4.9,35.53,2.0,0.64,1.978,5.25,1.246,NaN,Emergency
2025-07-04,14.97,79.41,246.45,NaN,4.98,NaN,2.0,0.659,2.521,7.734,1.669,1.973,Emergency
2025-07-05,0.0,79.41,NaN,0.35,5.14,35.52,2.0,0.618,2.759,10.476,1.768,2.152,Emergency
2025-07-06,0.0,14.97,246.45,0.35,4.74,34.8,2.0,0.553,2.405,12.871,1.474,1.815,Warning
2025-07-07,11.11,11.11,106.48,2.36,2.75,27.24,23.31,0.24,0.738,12.884,0.388,0.578,Warning
2025-07-08,0.0,NaN,90.52,3.25,1.7,24.39,33.01,0.247,0.187,11.7,0.131,0.107,Warning
2025-07-09,NaN,11.11,90.52,4.34,0.86,22.3,39.03,0.193,0.074,10.662,0.0,NaN,Warning
2025-07-10,31.88,31.88,57.96,5.33,0.21,NaN,41.52,0.155,NaN,8.741,0.0,0.181,Warning
2025-07-11,0.0,31.88,42.99,5.32,0.0,21.66,50.17,0.09,0.076,6.296,0.0,0.118,Warning
2025-07-12,0.0,31.88,42.99,6.14,0.0,25.57,37.47,0.115,0.046,3.583,0.0,0.182,Watch
2025-07-13,0.0,0.0,42.99,6.79,0.0,22.93,NaN,0.116,0.015,1.192,0.0,0.039,Elevated
2025-07-14,0.0,0.0,31.88,7.33,0.0,22.58,40.6,0.109,0.036,NaN,0.006,0.0,Elevated
2025-07-15,7.51,NaN,39.39,5.31,0.0,18.72,NaN,NaN,0.03,0.334,0.0,0.0,Elevated
2025-07-16,15.62,23.13,55.0,5.92,0.0,20.79,40.95,0.106,0.023,0.282,0.0,0.069,Elevated
2025-07-17,0.0,23.13,23.13,6.43,0.0,22.67,43.96,0.121,0.094,0.32,0.031,0.124,Elevated
2025-07-18,0.0,15.62,23.13,8.14,0.0,20.98,46.01,0.02,0.029,0.272,0.093,NaN,Elevated
2025-07-19,44.13,44.13,67.25,6.02,0.0,23.12,NaN,0.122,0.031,0.258,0.058,0.063,Watch
2025-07-20,0.0,44.13,67.25,4.88,NaN,24.04,37.16,0.211,0.01,NaN,0.0,0.099,Watch
2025-07-21,0.0,44.13,67.25,5.05,0.2,25.25,36.84,0.182,0.038,0.255,0.006,0.155,Watch
2025-07-22,23.75,23.75,83.5,4.53,0.91,23.24,41.34,0.197,0.07,0.294,0.094,0.054,Watch
2025-07-23,7.04,30.79,74.92,3.66,1.78,23.24,35.27,0.197,0.021,0.293,0.013,0.069,Watch
2025-07-24,5.73,36.51,80.64,NaN,0.14,23.74,37.2,0.14,0.071,0.27,0.049,0.193,Watch
2025-07-25,0.0,12.76,80.64,4.9,0.5,26.6,34.07,0.119,0.076,0.317,0.05,NaN,Watch
2025-07-26,0.0,NaN,NaN,7.69,0.0,17.38,55.75,0.08,0.035,0.321,0.0,0.099,Elevated
2025-07-27,0.0,NaN,36.51,6.26,0.0,21.73,45.14,NaN,NaN,0.34,0.047,0.012,Elevated
2025-07-28,0.0,0.0,36.51,6.61,0.0,20.41,45.63,0.026,0.022,0.324,0.061,0.036,Elevated
2025-07-29,0.0,0.0,NaN,7.03,0.0,20.37,47.66,0.02,0.024,0.279,0.0,0.104,Normal
2025-07-30,0.0,0.0,5.73,7.75,0.0,17.73,52.0,0.086,0.04,0.297,0.033,0.088,Normal
2025-07-31,0.0,0.0,0.0,7.86,0.0,18.57,51.69,0.026,0.01,0.237,0.0,0.088,Normal
2025-08-01,13.12,13.12,13.12,8.77,0.0,20.74,43.2,0.069,0.01,0.171,0.027,0.0,Normal
2025-08-02,0.0,13.12,13.12,7.61,0.0,24.39,39.92,0.064,0.01,0.145,0.079,0.053,Normal
2025-08-03,27.46,40.58,40.58,6.94,0.0,22.37,40.99,NaN,NaN,0.173,0.089,0.189,Elevated
2025-08-04,0.0,27.46,40.58,6.64,0.0,19.37,49.4,0.053,0.023,0.174,0.0,0.128,Elevated
2025-08-05,0.0,NaN,40.58,6.07,0.0,19.72,46.3,0.062,0.01,0.16,0.0,0.08,Elevated
2025-08-06,0.0,0.0,40.58,6.88,0.0,19.45,47.59,0.039,0.013,0.134,0.0,NaN,Elevated
2025-08-07,0.0,0.0,40.58,7.42,0.0,17.25,55.27,0.077,0.044,0.167,0.062,0.029,Elevated
2025-08-08,0.0,0.0,27.46,6.73,0.0,19.0,54.61,0.029,0.063,0.22,0.03,0.066,Elevated
2025-08-09,5.55,5.55,33.01,7.94,0.0,20.74,45.1,0.128,0.01,0.22,0.007,0.047,Elevated
2025-08-10,77.54,83.09,83.09,4.26,1.07,22.28,35.32,NaN,0.034,0.197,0.0,0.235,Watch
2025-08-11,11.42,94.51,94.51,NaN,1.31,26.36,28.31,NaN,0.01,0.183,0.076,0.244,Watch
2025-08-12,0.0,88.96,94.51,4.82,0.22,25.03,38.98,0.215,0.063,0.237,0.056,0.347,Watch
2025-08-13,25.28,36.7,119.79,2.82,2.59,24.66,26.41,0.395,0.135,0.358,0.0,0.238,Watch
2025-08-14,0.0,25.28,119.79,3.42,2.12,24.9,27.54,0.287,0.154,0.469,0.145,0.288,Watch
2025-08-15,0.0,25.28,119.79,3.25,2.02,27.2,NaN,0.287,NaN,0.497,0.0,0.129,Watch
2025-08-16,NaN,2.17,116.41,3.76,1.78,25.27,NaN,NaN,0.072,NaN,0.056,0.01,Watch
2025-08-17,0.0,2.17,38.87,5.35,0.0,20.78,47.02,0.09,0.033,0.557,0.0,0.007,Elevated
2025-08-18,0.0,2.17,27.45,6.26,0.0,19.7,44.19,0.081,0.01,0.557,0.0,NaN,Elevated
2025-08-19,0.0,0.0,27.45,7.98,0.0,20.23,51.39,0.04,0.066,0.56,0.112,0.102,Elevated
2025-08-20,0.0,0.0,2.17,9.42,0.0,17.84,51.32,0.023,0.051,0.476,0.019,0.0,Normal
2025-08-21,0.0,0.0,2.17,8.09,0.0,15.02,56.2,0.064,0.031,0.352,0.01,NaN,Normal
2025-08-22,0.0,0.0,2.17,8.57,0.0,21.64,45.22,0.066,0.029,0.291,0.014,0.013,Normal
2025-08-23,3.99,3.99,3.99,8.87,0.0,18.67,NaN,0.033,0.01,0.229,0.02,0.0,Normal
2025-08-24,29.22,33.21,33.21,7.8,0.0,20.97,44.67,0.044,NaN,0.21,0.065,0.075,Elevated
2025-08-25,0.0,33.21,33.21,5.97,0.0,19.74,47.4,0.093,0.054,0.254,0.077,0.109,Elevated
2025-08-26,0.0,29.22,33.21,6.81,0.0,18.41,54.22,NaN,0.034,NaN,NaN,0.0,Elevated
2025-08-27,0.0,0.0,33.21,7.23,0.0,19.11,49.69,0.123,0.057,0.228,0.088,0.129,Elevated
2025-08-28,0.0,0.0,33.21,7.96,0.0,16.84,49.61,0.02,0.044,0.242,0.031,0.0,Elevated
2025-08-29,0.0,0.0,NaN,9.22,NaN,23.04,43.17,0.045,0.031,0.243,0.06,0.068,Elevated
2025-08-30,0.0,0.0,29.22,7.48,0.0,17.27,54.66,0.044,0.01,0.243,0.049,0.147,Elevated
2025-08-31,0.0,0.0,0.0,7.89,0.0,16.56,60.05,0.087,0.035,0.265,0.04,0.017,Normal
2025-09-01,19.09,19.09,19.09,8.28,0.0,18.72,50.14,NaN,0.01,0.221,0.02,0.0,Elevated
2025-09-02,12.47,NaN,31.56,8.36,0.0,22.25,46.56,0.065,0.045,0.233,0.063,0.152,Elevated
2025-09-03,0.0,31.56,31.56,7.55,0.0,19.91,49.42,0.116,0.025,0.2,0.01,0.107,Elevated
2025-09-04,NaN,12.47,31.56,6.87,0.0,17.73,54.94,0.06,0.076,0.231,0.13,0.103,Elevated
2025-09-05,0.0,0.0,31.56,8.23,0.0,21.39,40.37,0.02,0.027,0.228,0.034,0.0,Elevated
2025-09-06,0.0,0.0,31.56,8.04,0.0,20.48,50.22,0.028,0.054,0.272,0.072,NaN,Elevated
2025-09-07,7.12,7.12,38.68,6.55,0.0,NaN,49.07,0.132,0.112,0.349,0.0,0.121,Elevated
2025-09-08,0.0,7.12,19.59,8.35,0.0,19.99,43.88,0.074,0.078,NaN,0.08,0.048,Elevated
2025-09-09,0.0,7.12,7.12,9.31,0.0,22.23,43.98,0.057,0.079,0.451,0.072,0.1,Normal
2025-09-10,0.0,0.0,7.12,9.44,NaN,21.89,44.9,0.036,NaN,0.442,0.037,0.0,Normal
2025-09-11,0.0,0.0,7.12,8.57,0.0,17.29,51.01,0.054,0.03,NaN,0.112,0.0,Normal
2025-09-12,0.0,0.0,7.12,8.37,0.0,20.98,47.97,0.054,NaN,0.436,0.058,0.0,Normal
2025-09-13,0.0,0.0,7.12,9.49,0.0,18.99,NaN,0.054,0.057,0.439,0.062,0.075,Normal
2025-09-14,0.0,0.0,0.0,8.08,0.0,18.92,55.96,0.044,0.021,0.347,0.034,0.068,Normal
2025-09-15,0.0,0.0,0.0,9.24,0.0,15.45,61.05,0.07,NaN,0.29,0.059,0.01,Normal
2025-09-16,0.0,0.0,0.0,7.98,NaN,17.83,52.59,0.041,0.013,0.224,0.0,0.0,Normal
2025-09-17,0.0,0.0,0.0,NaN,0.0,16.81,54.16,0.02,0.111,0.32,0.0,0.076,Elevated
2025-09-18,0.0,0.0,0.0,8.76,0.0,19.42,58.5,0.02,0.035,0.325,0.028,0.0,Normal
2025-09-19,0.0,0.0,0.0,9.84,NaN,19.8,56.34,0.02,0.046,0.304,0.086,0.0,Normal
2025-09-20,NaN,0.0,0.0,9.3,0.0,14.76,60.75,0.111,0.01,0.257,0.0,0.008,Normal
2025-09-21,0.0,0.0,0.0,8.1,0.0,18.04,58.65,0.07,0.034,0.27,0.039,0.087,Normal
2025-09-22,0.0,NaN,0.0,9.95,0.0,19.87,55.36,0.02,0.054,0.303,0.028,0.052,Normal
2025-09-23,0.0,0.0,0.0,10.05,0.0,17.77,59.96,0.03,0.065,0.354,0.0,0.091,Normal
2025-09-24,0.0,0.0,0.0,9.58,0.0,19.23,55.95,0.02,0.053,0.296,0.041,0.026,Normal
2025-09-25,0.0,0.0,0.0,8.43,NaN,18.62,59.01,0.094,0.01,NaN,0.0,0.05,Normal
2025-09-26,0.0,0.0,0.0,8.75,0.0,18.6,53.76,0.02,0.01,0.235,0.0,0.0,Normal
2025-09-27,0.0,0.0,0.0,9.06,0.0,17.68,NaN,0.044,0.016,0.241,0.104,0.111,Normal
2025-09-28,0.0,0.0,0.0,8.48,0.0,16.1,60.14,NaN,0.064,0.271,0.023,0.065,Normal
2025-09-29,6.85,6.85,6.85,9.85,0.0,16.68,51.18,0.081,0.044,0.261,0.076,0.052,Normal
2025-09-30,NaN,8.62,8.62,8.7,0.0,19.62,45.91,0.052,0.024,0.22,0.0,0.209,Normal
2025-10-01,5.04,13.66,13.66,6.51,0.0,18.54,48.08,0.02,0.034,0.201,0.074,0.194,Normal
2025-10-02,0.0,NaN,13.66,8.65,0.0,18.29,NaN,0.048,NaN,0.222,0.013,0.0,Normal
2025-10-03,0.0,5.04,13.66,8.17,0.0,17.83,53.21,0.02,0.038,0.25,0.039,0.105,Normal
2025-10-04,1.74,1.74,15.39,8.29,0.0,18.08,49.95,0.054,0.01,0.244,0.041,0.141,Normal
2025-10-05,0.0,1.74,15.39,NaN,0.0,20.24,42.69,0.102,0.01,0.19,0.0,0.035,Normal
2025-10-06,0.0,1.74,8.55,9.19,0.0,17.78,NaN,0.02,0.01,0.157,0.0,0.0,Normal
2025-10-07,0.0,0.0,6.77,9.49,0.0,16.13,55.34,0.02,0.045,0.178,0.042,0.002,Normal
2025-10-08,0.0,0.0,1.74,9.12,0.0,19.27,49.67,0.022,0.037,0.181,NaN,0.0,Normal
2025-10-09,0.0,0.0,1.74,8.68,0.0,17.75,51.35,NaN,0.023,0.173,0.0,0.061,Normal
2025-10-10,0.0,0.0,1.74,8.89,0.0,18.12,53.33,0.067,0.01,0.145,0.035,0.056,Normal
2025-10-11,0.0,0.0,0.0,9.01,0.0,20.58,52.37,0.034,0.034,0.169,NaN,0.0,Normal
2025-10-12,NaN,0.0,0.0,8.43,0.0,17.97,50.09,0.055,0.01,0.169,0.0,0.052,Normal
2025-10-13,11.7,11.7,11.7,8.91,0.0,18.9,51.27,0.039,0.01,0.169,0.0,NaN,Normal
2025-10-14,10.87,22.57,NaN,8.35,0.0,17.04,48.38,0.089,NaN,0.134,0.005,0.088,Elevated
2025-10-15,0.0,22.57,22.57,9.13,NaN,18.44,49.69,0.108,0.01,0.106,0.148,0.029,Elevated
2025-10-16,0.0,10.87,22.57,8.93,0.0,19.77,48.53,0.041,0.01,NaN,0.0,0.102,Elevated
2025-10-17,NaN,0.0,22.57,7.57,0.0,16.3,51.36,0.081,0.01,0.094,0.0,0.002,Elevated
